TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0035459	"vesicle cargo loading"	NaN	4.284340481458097	0.04743392450619177	0.9626589457615204	0.00892503	null
GO:0035652	"clathrin-coated vesicle cargo loading"	NaN	2.0086001717619175	0.0002489387568264676	0.9731996970616744	0.34549286	null
GO:0036211	"protein modification process"	NaN	6.186020663275152	3.782609621537176	0.944444496742436	0.07603001	null
GO:0036270	"response to diuretic"	NaN	5.1615776110488705	0.35755816956730524	0.9398373724957853	0.47827048	null
GO:0040008	"regulation of growth"	NaN	4.952535760655082	0.2209540969749061	0.8631366477524166	0.14513128	null
GO:0040011	"locomotion"	NaN	5.319903096243506	0.5148398554794674	1	0	null
GO:0042127	"regulation of cell population proliferation"	NaN	5.230201047332512	0.41876428378545044	0.8490924346507347	0.18105783	null
GO:0042221	"response to chemical"	NaN	6.2945109760284925	4.8560360057130705	0.9462899161867457	0.42655312	null
GO:0042592	"homeostatic process"	NaN	5.9294209694482225	2.0950365358293856	1	0	null
GO:0042752	"regulation of circadian rhythm"	NaN	4.516138576717075	0.08089030752760239	0.8737456661240678	0.12618365	null
GO:0042981	"regulation of apoptotic process"	NaN	5.392408500017495	0.6083841390223874	0.8388359295728757	0.19638602	null
GO:0043009	"chordate embryonic development"	NaN	4.6487892135944495	0.1097869212408054	0.8452484909661768	0.4937548	null
GO:0043062	"extracellular structure organization"	NaN	5.025281281862484	0.26124520447829486	0.9590202247324522	0.3083625	null
GO:0043067	"regulation of programmed cell death"	NaN	5.405657069277359	0.627229542336201	0.8434717709864629	0.20235982	null
GO:0043170	"macromolecule metabolic process"	NaN	7.077460750790044	29.459939937239827	0.9574259397173682	0.24594042	null
GO:0043279	"response to alkaloid"	NaN	3.4295908022233017	0.006625221567817276	0.9470631324114804	0.45965659	null
GO:0043412	"macromolecule modification"	NaN	6.382293929651042	5.943809642398736	0.9586114958168366	0.28276727	null
GO:0043473	"pigmentation"	NaN	4.409645751770205	0.06329945695858753	1	0	null
GO:0043648	"dicarboxylic acid metabolic process"	NaN	5.721107098468782	1.2968131796952338	0.9376356438826748	0.1038499	null
GO:0043933	"protein-containing complex organization"	NaN	6.193893398213467	3.8518047369742674	0.9461527761406432	0.48429452	null
GO:0044093	"positive regulation of molecular function"	NaN	4.047391702200444	0.02748678233790858	0.8810398966081541	0	null
GO:0044237	"cellular metabolic process"	NaN	7.271961032709232	46.10331480933213	0.9561975249478376	0.32262346	null
GO:0044238	"primary metabolic process"	NaN	7.2660082575255345	45.47569830278978	0.961815748519174	0.27529491	null
GO:0044281	"small molecule metabolic process"	NaN	6.810510014757425	15.932395923635251	0.971115120526426	0.11244174	null
GO:0044282	"small molecule catabolic process"	NaN	6.118688559975594	3.2393611708974914	0.9371053584367544	0.39721058	null
GO:0044419	"biological process involved in interspecies interaction between organisms"	NaN	5.6808737411841275	1.1820721307195652	1	0	null
GO:0044706	"multi-multicellular organism process"	NaN	4.028896445131471	0.02634067816044019	0.9167092487237235	0.33096975	null
GO:0045176	"apical protein localization"	NaN	3.1586639808139894	0.0035492258399021127	0.9618014043580702	0.1453881	null
GO:0045661	"regulation of myoblast differentiation"	NaN	3.788945727023748	0.015158152024581938	0.8346632955964761	0.1218437	null
GO:0046483	"heterocycle metabolic process"	NaN	6.9396390913762325	21.449154825808435	0.9501492156798418	0.22644974	null
GO:0046745	"viral capsid secondary envelopment"	NaN	1.6720978579357175	0.00011337804766353971	0.9954709395594826	0	null
GO:0046903	"secretion"	NaN	5.523081513460701	0.8219612686786636	0.9632960059537956	0.28401786	null
GO:0048066	"developmental pigmentation"	NaN	4.109915863023793	0.03174338860562452	0.9784873573566304	0	null
GO:0048511	"rhythmic process"	NaN	4.7978420640291555	0.1547413171393989	1	0	null
GO:0048518	"positive regulation of biological process"	NaN	6.285797792051727	4.759580864033397	0.8147844979537356	0.28486907	null
GO:0048519	"negative regulation of biological process"	NaN	6.30483033363687	4.972803071105683	0.8138271960639126	0.31807186	null
GO:0048522	"positive regulation of cellular process"	NaN	6.232544310796654	4.210320912127379	0.7116132419466387	0.33177459	null
GO:0048523	"negative regulation of cellular process"	NaN	6.2889946238330525	4.794745311990261	0.7604383205182378	0.31578023	null
GO:0048583	"regulation of response to stimulus"	NaN	6.002347520043884	2.4780965935614874	0.827891648705596	0.25677296	null
GO:0048736	"appendage development"	NaN	4.059449812507961	0.028260710750220568	0.8641582382881015	0.40531407	null
GO:0048737	"imaginal disc-derived appendage development"	NaN	3.339053735709139	0.00537806304351834	0.8610879309144993	0.36602758	null
GO:0050793	"regulation of developmental process"	NaN	5.786463216145656	1.507417832710592	0.8366270044286177	0.21873794	null
GO:0050795	"regulation of behavior"	NaN	3.8136476953468965	0.016045458484557466	0.8567107004653082	0.1074153	null
GO:0050878	"regulation of body fluid levels"	NaN	4.674190358771145	0.11639981910778968	0.8668343007047303	0.13111119	null
GO:0050896	"response to stimulus"	NaN	6.852945939203233	17.567785530535815	1	0	null
GO:0051052	"regulation of DNA metabolic process"	NaN	5.0648995469973555	0.28619823392494	0.8183013414938292	0.20203039	null
GO:0051128	"regulation of cellular component organization"	NaN	5.820202116511591	1.6291932501217334	0.8282645981384307	0.24128371	null
GO:0051174	"regulation of phosphorus metabolic process"	NaN	5.097215648752153	0.3083069532193302	0.8224495905171393	0.28125611	null
GO:0051179	"localization"	NaN	6.903974178460681	19.75810399172557	1	0	null
GO:0051239	"regulation of multicellular organismal process"	NaN	5.616365219544435	1.0189087964308985	0.8428778635632002	0.2065478	null
GO:0051246	"regulation of protein metabolic process"	NaN	5.9194672132955555	2.0475656402206948	0.7888102027816114	0.35091225	null
GO:0051301	"cell division"	NaN	5.803940988740412	1.5693197819947182	0.9938735131112023	0	null
GO:0051641	"cellular localization"	NaN	6.37847294200483	5.891744471119505	0.9493713373903648	0.45310835	null
GO:0051701	"biological process involved in interaction with host"	NaN	4.788705601923966	0.15151990174165442	0.9910683399010594	0	null
GO:0051703	"biological process involved in intraspecies interaction between organisms"	NaN	4.8408710839962055	0.17085825308878771	1	0	null
GO:0051726	"regulation of cell cycle"	NaN	5.568808139000413	0.9132256675674799	0.8378365569803727	0.2107748	null
GO:0060249	"anatomical structure homeostasis"	NaN	4.312748420929561	0.050640551462936674	0.9132091283284336	0.384197	null
GO:0060322	"head development"	NaN	4.926630508546798	0.20815963077009228	0.8714558241149694	0.46093735	null
GO:0060541	"respiratory system development"	NaN	4.122805462847444	0.032699707790264806	0.8621426717657494	0.44300498	null
GO:0065007	"biological regulation"	NaN	7.058174030193043	28.180269025403287	1	0	null
GO:0065008	"regulation of biological quality"	NaN	6.137089719032985	3.3795629857941245	0.8305121645972624	0.25159131	null
GO:0065009	"regulation of molecular function"	NaN	4.113609151073028	0.03201451002395037	0.8879248974166996	0.11198251	null
GO:0070198	"protein localization to chromosome, telomeric region"	NaN	3.2648178230095364	0.004532657166374989	0.960733067338079	0.30225565	null
GO:0070848	"response to growth factor"	NaN	4.928963955613188	0.20928108754589472	0.9515034730243218	0.26698557	null
GO:0071704	"organic substance metabolic process"	NaN	7.314707210062957	50.871943734517124	0.9604344907967652	0.31960258	null
GO:0071840	"cellular component organization or biogenesis"	NaN	6.7691079504292695	14.483683272212708	0.9915179207514493	0.02469206	null
GO:0072091	"regulation of stem cell proliferation"	NaN	3.612571954065176	0.010098040462554829	0.879177711327908	0.10455652	null
GO:0072527	"pyrimidine-containing compound metabolic process"	NaN	5.608148268460639	0.9998119896200919	0.9422727738187918	0.25508808	null
GO:0072528	"pyrimidine-containing compound biosynthetic process"	NaN	5.490652233995395	0.762819828381128	0.9344975904212032	0.23141102	null
GO:1901071	"glucosamine-containing compound metabolic process"	NaN	4.907841142582945	0.19934571993433536	0.9765414092826177	0.40126771	null
GO:1901135	"carbohydrate derivative metabolic process"	NaN	6.503874947071422	7.864044340872776	0.9681174339289323	0.11414836	null
GO:1901222	"regulation of non-canonical NF-kappaB signal transduction"	NaN	4.10064620014548	0.031072979280309675	0.8404408274737831	0.12724948	null
GO:1901360	"organic cyclic compound metabolic process"	NaN	6.96634319864216	22.80942274109275	0.9600703306048977	0.17227516	null
GO:1901362	"organic cyclic compound biosynthetic process"	NaN	6.566525049392804	9.084396351119786	0.934950934393455	0.47967538	null
GO:1901564	"organonitrogen compound metabolic process"	NaN	7.044703138835916	27.31959408292786	0.9454667851871971	0.26355167	null
GO:1901576	"organic substance biosynthetic process"	NaN	7.058749650643281	28.21764434528959	0.9438151130282497	0.28617736	null
GO:1901983	"regulation of protein acetylation"	NaN	2.801403710017355	0.0015577157852903715	0.8617530609063832	0.09441434	null
GO:1903576	"response to L-arginine"	NaN	1.99563519459755	0.00024154453632667155	0.9554177560413566	0.29751246	null
GO:1904059	"regulation of locomotor rhythm"	NaN	2.24551266781415	0.00043132952915477056	0.8840032263659711	0.43048125	null
