TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0051234"	"establishment of localization"	NaN	6.888705441348388	19.07552624420823	0.8948482409611762	0.77857434	null	null	6810
"GO:0007154"	"cell communication"	NaN	6.593743829102137	9.671968224175414	0.9917670706314001	0.01247242	5.804633303694437	6.719512585485462	null
"GO:0007267"	"cell-cell signaling"	NaN	5.5201676864837	0.8164648981071486	0.8391990370728911	0.2017425	6.6188445826909215	2.1713134813759094	null
"GO:0007417"	"central nervous system development"	NaN	5.11151790589336	0.3186292850370455	0.8119581054253289	0.59980561	-5.670143366032692	1.5674127791128354	null
"GO:0008150"	"biological_process"	NaN	7.608228868089044	100	1	-0	3.0529059407077375	7.811651926387628	null
"GO:0008152"	"metabolic process"	NaN	7.368635761264388	57.597931274565454	1	-0	5.13191210107101	6.906442749990225	null
"GO:0009410"	"response to xenobiotic stimulus"	NaN	4.828040875907554	0.16588440743259156	0.9422561006651774	0.44915338	2.352858812604778	-6.80812771958099	null
"GO:0009719"	"response to endogenous stimulus"	NaN	5.6236038194784435	1.0360338111084262	0.9636852967809203	-0	1.5921105599818812	-6.800430004300848	null
"GO:0009743"	"response to carbohydrate"	NaN	4.512991068415215	0.08030616410811849	0.9311884193822372	0.45574247	2.927406751468321	-6.726296872159097	null
"GO:0009749"	"response to glucose"	NaN	4.3777978331112255	0.058823488816044316	0.9266467857206364	0.60852813	2.9379718320851924	-6.52834522608988	null
"GO:0009746"	"response to hexose"	NaN	4.463220879774792	0.07161056080035831	0.925718541245972	0.98564957	null	null	9749
"GO:0034284"	"response to monosaccharide"	NaN	4.463997445885867	0.07173872728902145	0.9258327967519653	0.97032569	null	null	9749
"GO:0009892"	"negative regulation of metabolic process"	NaN	6.080609533234876	2.967428853056825	0.7232414176381508	0.42732588	5.505250869259522	0.5877343510942583	null
"GO:0010605"	"negative regulation of macromolecule metabolic process"	NaN	6.062099668429504	2.84361263078774	0.7162108314769456	0.9170229	null	null	9892
"GO:0031324"	"negative regulation of cellular metabolic process"	NaN	6.072514218289928	2.9126278201926694	0.7135773117004258	0.961949	null	null	9892
"GO:0048523"	"negative regulation of cellular process"	NaN	6.2889946238330525	4.794745311990261	0.7224440532060729	0.87014172	null	null	9892
"GO:0051172"	"negative regulation of nitrogen compound metabolic process"	NaN	5.921530933801017	2.057318617059926	0.7240271563942727	0.77066627	null	null	9892
"GO:0009894"	"regulation of catabolic process"	NaN	5.563967317849402	0.903102979703259	0.826173607102365	0.20667975	7.144244862110462	0.8015680995129645	null
"GO:0009914"	"hormone transport"	NaN	4.259498314030925	0.04479665252793118	0.817031340896331	0.18999525	2.708039129520065	4.223551213459396	null
"GO:0009987"	"cellular process"	NaN	7.502405022300505	78.37474688350859	1	-0	-4.6360634902734725	5.239625600769732	null
"GO:0010033"	"response to organic substance"	NaN	5.864363324606595	1.803573616908591	0.9301230050977792	0.67736275	2.452035329609233	-6.6645057010724855	null
"GO:0010817"	"regulation of hormone levels"	NaN	5.299420125982029	0.49112166085628817	0.8432697566812104	0.61023808	5.017379611348812	2.6972435633214875	null
"GO:0014070"	"response to organic cyclic compound"	NaN	4.958085848521085	0.22379594238699438	0.9287628838353013	0.59609933	2.7978298572304086	-6.627811251434785	null
"GO:0009725"	"response to hormone"	NaN	5.458474674709091	0.7083441412189638	0.9211867958102237	0.71352027	null	null	14070
"GO:0010243"	"response to organonitrogen compound"	NaN	5.344543562602855	0.5448948970709718	0.9205310726752508	0.77599925	null	null	14070
"GO:0043200"	"response to amino acid"	NaN	4.765497186938374	0.1436351979487052	0.9244282436123284	0.86012413	null	null	14070
"GO:0015833"	"peptide transport"	NaN	5.386479346054928	0.6001346536847817	0.9116380060855656	0.23440443	-0.0700680777802493	6.026708001129207	null
"GO:0002790"	"peptide secretion"	NaN	3.9071963102716016	0.019902776845284412	0.9192548831881412	0.72159143	null	null	15833
"GO:0016043"	"cellular component organization"	NaN	6.699223992323687	12.33090773324058	0.9317951315328278	0.51519037	-1.8027188716996942	0.6962768821961961	null
"GO:0016192"	"vesicle-mediated transport"	NaN	6.024668706001865	2.6087919056355493	0.9130682075745116	0.32516076	0.004759079482230713	7.001601611127683	null
"GO:0016202"	"regulation of striated muscle tissue development"	NaN	2.845098040014257	0.0017228533764524837	0.8062102273357818	0.38229553	6.691875735076633	-3.9269295220034897	null
"GO:0045843"	"negative regulation of striated muscle tissue development"	NaN	2.4771212547196626	0.000736957309813008	0.745282379756212	0.93431632	null	null	16202
"GO:0048635"	"negative regulation of muscle organ development"	NaN	2.5646660642520893	0.0009020949009751202	0.7455099614645695	0.94268072	null	null	16202
"GO:0055024"	"regulation of cardiac muscle tissue development"	NaN	2.290034611362518	0.0004781595923201457	0.8172407493110387	0.91690989	null	null	16202
"GO:0055026"	"negative regulation of cardiac muscle tissue development"	NaN	1.9395192526186185	0.00021196765432748727	0.759171068995118	0.88587297	null	null	16202
"GO:1901862"	"negative regulation of muscle tissue development"	NaN	2.622214022966295	0.001030261389638252	0.7671584906169062	0.81787602	null	null	16202
"GO:0016358"	"dendrite development"	NaN	4.215135045480261	0.04044638613388449	0.7961971305063057	0.69218654	-4.595570580967922	1.3431063960264475	null
"GO:0016579"	"protein deubiquitination"	NaN	2.814913181275074	0.0016070105886223452	0.962995208038886	0.37098863	-2.286933167377498	2.4927410031680153	null
"GO:0019222"	"regulation of metabolic process"	NaN	6.795869455173839	15.404248935996318	0.7931247204444737	0.45007165	6.200808862445866	0.33802526694046464	null
"GO:0019538"	"protein metabolic process"	NaN	6.772611164347735	14.600987650961638	0.9484855192592089	0.36322538	-3.0098136896882535	-4.149121028846466	null
"GO:0021953"	"central nervous system neuron differentiation"	NaN	4.158724253450531	0.03551937054085371	0.8258470176071735	0.62411433	-5.611778625563325	1.6896452073219232	null
"GO:0021954"	"central nervous system neuron development"	NaN	3.83499260373303	0.01685389325920184	0.8285658520355896	0.68913639	-5.690169610850878	1.7537633915881676	null
"GO:0021952"	"central nervous system projection neuron axonogenesis"	NaN	3.4861469968065726	0.007547034390125186	0.805870584189591	0.87348471	null	null	21954
"GO:0021955"	"central nervous system neuron axonogenesis"	NaN	3.53198955141255	0.008387510786935339	0.8046386617716306	0.92032009	null	null	21954
"GO:0023052"	"signaling"	NaN	6.567137338347482	9.097212999986098	0.8066223912725153	0.35580688	5.910132607950491	0.23330734470903156	null
"GO:0030030"	"cell projection organization"	NaN	5.731525106970354	1.3282977705833654	0.9402368741469033	0.41569968	-1.6520913352316255	0.8869662944415515	null
"GO:0030162"	"regulation of proteolysis"	NaN	5.108125094738599	0.31614975642944726	0.8157625609429735	0.30244968	7.536272745043215	1.0433211675858134	null
"GO:0031016"	"pancreas development"	NaN	3.9430986230054854	0.021618236001237103	0.8792496176646845	-0	-5.930071636826175	0.6493291210909757	null
"GO:0031329"	"regulation of cellular catabolic process"	NaN	5.377297142447473	0.587579267276128	0.80101966839008	0.32149242	7.3385215950442495	0.3945630444960278	null
"GO:0009895"	"negative regulation of catabolic process"	NaN	4.833586923195063	0.16801640767669945	0.75771717757333	0.80941676	null	null	31329
"GO:0031330"	"negative regulation of cellular catabolic process"	NaN	4.739785879395918	0.1353783183905996	0.7549655694410845	0.88075798	null	null	31329
"GO:0042176"	"regulation of protein catabolic process"	NaN	5.114394116412554	0.32074649684015377	0.7993721910728484	0.85752332	null	null	31329
"GO:0042177"	"negative regulation of protein catabolic process"	NaN	4.1867021225651015	0.03788305636062185	0.7655794822353381	0.71678197	null	null	31329
"GO:0061136"	"regulation of proteasomal protein catabolic process"	NaN	5.005532268703965	0.24963134881328183	0.791924647294195	0.83821024	null	null	31329
"GO:1901799"	"negative regulation of proteasomal protein catabolic process"	NaN	3.937568038600383	0.02134464984274465	0.7680633358543788	0.78112876	null	null	31329
"GO:1903050"	"regulation of proteolysis involved in protein catabolic process"	NaN	5.020299117729039	0.2582653336168771	0.8067167268549753	0.96026909	null	null	31329
"GO:1903051"	"negative regulation of proteolysis involved in protein catabolic process"	NaN	3.9685763351754977	0.022924548289534406	0.7763698020149628	0.93984673	null	null	31329
"GO:1904293"	"negative regulation of ERAD pathway"	NaN	2.439332693830263	0.0006753388056480408	0.7873928975177624	0.82316184	null	null	31329
"GO:0032501"	"multicellular organismal process"	NaN	6.229896505267957	4.184729514977585	1	-0	4.56474397778007	7.278302574832862	null
"GO:0032502"	"developmental process"	NaN	6.2269052215766765	4.156005433076044	1	-0	-5.067361132881451	4.704022603199637	null
"GO:0032507"	"maintenance of protein location in cell"	NaN	4.601125252987698	0.09837517426945347	0.8996813369067904	0.20157183	-1.053604357142071	6.796073781945962	null
"GO:0045185"	"maintenance of protein location"	NaN	4.6077123066830366	0.09987866577107869	0.9005602155446769	0.86335391	null	null	32507
"GO:0051651"	"maintenance of location in cell"	NaN	4.838974954955468	0.17011390155847492	0.8997188556001544	0.8989449	null	null	32507
"GO:0072595"	"maintenance of protein localization in organelle"	NaN	4.271748699384171	0.046078317414562496	0.905344527360082	0.94505389	null	null	32507
"GO:0032535"	"regulation of cellular component size"	NaN	5.179658053930065	0.37275744383571935	0.7975241141509509	0.49206877	2.9687985542909154	1.4667317594971008	null
"GO:0008361"	"regulation of cell size"	NaN	4.727492457154141	0.13159987171520382	0.8129937825643625	0.88119305	null	null	32535
"GO:0032787"	"monocarboxylic acid metabolic process"	NaN	6.172908989276335	3.6701164155934447	0.9313030157462804	0.58455158	-5.1298673087825	-3.2852980301510417	null
"GO:0032879"	"regulation of localization"	NaN	5.5613888296290535	0.8977569582819065	0.848807978647044	0.17739051	7.276873770572822	1.5945821373127065	null
"GO:0032940"	"secretion by cell"	NaN	5.4932195766843535	0.7673426265868367	0.8985384981625334	0.27507165	0.3967135504714459	7.087113450081529	null
"GO:0009306"	"protein secretion"	NaN	5.240107241112676	0.42842606523851734	0.8693742720765053	0.92257299	null	null	32940
"GO:0023061"	"signal release"	NaN	4.728572903387989	0.13192768215736145	0.7921598664388579	0.82808577	null	null	32940
"GO:0030072"	"peptide hormone secretion"	NaN	3.8994374542861774	0.019550319001460804	0.792404717004105	0.98703286	null	null	32940
"GO:0030073"	"insulin secretion"	NaN	3.819214799882384	0.016252496658551756	0.774840879184731	0.90114733	null	null	32940
"GO:0046879"	"hormone secretion"	NaN	3.9684829485539352	0.02291961880920121	0.79806720280631	0.71870729	null	null	32940
"GO:0032989"	"cellular anatomical entity morphogenesis"	NaN	5.335299399418015	0.5334190668552883	0.835927488951757	0.46905436	-5.801009538572827	0.7963370645690535	null
"GO:0000902"	"cell morphogenesis"	NaN	5.411282913017384	0.6354075502089755	0.8334273366907751	0.79035544	null	null	32989
"GO:0033036"	"macromolecule localization"	NaN	6.343626572647517	5.437478069974368	0.912363226969819	0.39682233	-0.2229225430917886	6.8445712030438015	null
"GO:0033365"	"protein localization to organelle"	NaN	5.792312528612478	1.527857922912195	0.8844226108037319	0.55108268	-0.6525243087310121	6.765976368365293	null
"GO:0008104"	"protein localization"	NaN	6.222293413165814	4.112105945968755	0.8704908724671897	0.935055	null	null	33365
"GO:0015031"	"protein transport"	NaN	6.098670716985937	3.093438694074183	0.8646556535220432	0.79925085	null	null	33365
"GO:0045184"	"establishment of protein localization"	NaN	6.1537624410747895	3.5118283373543107	0.8718501450492492	0.8967161	null	null	33365
"GO:0070727"	"cellular macromolecule localization"	NaN	6.223190815260914	4.120611764283686	0.8748183307764268	0.8262567	null	null	33365
"GO:0034641"	"cellular nitrogen compound metabolic process"	NaN	7.002185118439548	24.77172315999013	0.9485423243748731	0.40483001	-3.4252230536362425	-4.807462135146099	null
"GO:0036211"	"protein modification process"	NaN	6.186020663275152	3.782609621537176	0.9455722917257484	0.06231924	-2.8938068713894567	-3.0065496323253886	null
"GO:0070646"	"protein modification by small protein removal"	NaN	4.41520713590843	0.0641152859537317	0.9582268081698415	0.71318004	null	null	36211
"GO:0070647"	"protein modification by small protein conjugation or removal"	NaN	5.788819324770762	1.515618023244866	0.9448703085661675	0.71141486	null	null	36211
"GO:0040008"	"regulation of growth"	NaN	4.952535760655082	0.2209540969749061	0.8660384266521416	0.09915829	7.05801804833765	2.8962797955057122	null
"GO:0042221"	"response to chemical"	NaN	6.2945109760284925	4.8560360057130705	0.9582073844603887	0.37752063	1.8285446001813734	-6.71415662591209	null
"GO:0042592"	"homeostatic process"	NaN	5.9294209694482225	2.0950365358293856	1	0	3.759321404495665	7.633161252534957	null
"GO:0042886"	"amide transport"	NaN	5.456133638599328	0.7045361176615689	0.9182406581889485	0.52431469	-0.3187817407385604	6.075589268838626	null
"GO:0042981"	"regulation of apoptotic process"	NaN	5.392408500017495	0.6083841390223874	0.839729503017485	0.19569592	7.578736086533302	-0.23892142450839823	null
"GO:0043066"	"negative regulation of apoptotic process"	NaN	5.068790483415546	0.2887738873990356	0.7745524141109227	0.92056223	null	null	42981
"GO:0043069"	"negative regulation of programmed cell death"	NaN	5.0801175881982585	0.2964047229548252	0.7741047349980442	0.92276027	null	null	42981
"GO:0043067"	"regulation of programmed cell death"	NaN	5.405657069277359	0.627229542336201	0.850470891172998	0.20235982	7.259194986160094	-0.600459686189396	null
"GO:0043170"	"macromolecule metabolic process"	NaN	7.077460750790044	29.459939937239827	0.9648619405899723	0.21927763	-2.2776055221709224	-5.226289030318497	null
"GO:0043412"	"macromolecule modification"	NaN	6.382293929651042	5.943809642398736	0.966862853729222	0.28276727	-1.7845208707555384	-3.482169693106405	null
"GO:0043603"	"amide metabolic process"	NaN	6.434781688128081	6.707376287050344	0.96916619742228	0.18241126	-3.7337600591868627	-5.260444114697084	null
"GO:0043648"	"dicarboxylic acid metabolic process"	NaN	5.721107098468782	1.2968131796952338	0.9398403507732123	0.39216305	-5.445668923772782	-2.890769690117848	null
"GO:0044057"	"regulation of system process"	NaN	4.816612446562207	0.16157604162137706	0.7968169547048123	0.15313689	6.372552131879535	3.395381565984152	null
"GO:0051241"	"negative regulation of multicellular organismal process"	NaN	5.059142929423782	0.28242964621021055	0.7311345263335635	0.73831696	null	null	44057
"GO:2000026"	"regulation of multicellular organismal development"	NaN	5.264850865897849	0.45354423227632457	0.7221477090467165	0.80596074	null	null	44057
"GO:0044237"	"cellular metabolic process"	NaN	7.271961032709232	46.10331480933213	0.9594770276920103	0.32262346	-2.391528623005133	-6.034812181869388	null
"GO:0044238"	"primary metabolic process"	NaN	7.2660082575255345	45.47569830278978	0.9677475487603475	0.27529491	-2.1158945434967547	-6.110618004465816	null
"GO:0044281"	"small molecule metabolic process"	NaN	6.810510014757425	15.932395923635251	0.9761035238482006	0.09152771	-1.22559624443965	-6.8124161809608115	null
"GO:0045595"	"regulation of cell differentiation"	NaN	5.241337251669941	0.4296411821406505	0.7548886585512967	0.56471038	6.700659152831902	-1.7936881640187943	null
"GO:0051093"	"negative regulation of developmental process"	NaN	4.94196338043526	0.21564011717571932	0.7207469324291546	0.71299267	null	null	45595
"GO:0045861"	"negative regulation of proteolysis"	NaN	4.171667958874787	0.03659399725349074	0.7735580805464007	0.55727404	4.248303381809622	1.3588090365001972	null
"GO:0046903"	"secretion"	NaN	5.523081513460701	0.8219612686786636	0.9278520756438289	0.28401786	0.6020551555808417	6.825101920537459	null
"GO:0046907"	"intracellular transport"	NaN	6.080743701755747	2.9683457363987995	0.878402660054487	0.69228996	-0.4941261929202145	6.662235044187398	null
"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	NaN	5.2275782202996	0.41624285459502003	0.8978883299728804	0.71082705	null	null	46907
"GO:0051649"	"establishment of localization in cell"	NaN	6.1670404206818015	3.620856118623803	0.8771858694127559	0.77967599	null	null	46907
"GO:0048193"	"Golgi vesicle transport"	NaN	5.534004517782176	0.842896771653753	0.9201881750595889	0.32613176	0.5397544447264346	6.468991978565003	null
"GO:0048513"	"animal organ development"	NaN	5.673979721728252	1.1634559482412452	0.8357470584961411	0.66203394	-5.854547021662436	0.8909255499623052	null
"GO:0007275"	"multicellular organism development"	NaN	6.009822564184153	2.5211186331694675	0.8033167583853195	0.87015097	null	null	48513
"GO:0007399"	"nervous system development"	NaN	5.727891641717607	1.3172310872353374	0.8005139645557305	0.8825287	null	null	48513
"GO:0009653"	"anatomical structure morphogenesis"	NaN	5.813062995420341	1.6026307453462993	0.8306972453720141	0.74684522	null	null	48513
"GO:0022008"	"neurogenesis"	NaN	5.585237320607736	0.9484344808473423	0.7881446131818606	0.87010624	null	null	48513
"GO:0030154"	"cell differentiation"	NaN	5.966085388178411	2.279586420543629	0.8111633780182276	0.77032087	null	null	48513
"GO:0048468"	"cell development"	NaN	5.701324435577631	1.2390667823319932	0.8181095530192312	0.89856692	null	null	48513
"GO:0048731"	"system development"	NaN	5.957557007500748	2.2352580686473518	0.7940635351449243	0.80830737	null	null	48513
"GO:0048856"	"anatomical structure development"	NaN	6.163678879177669	3.59293800675674	0.8242017914536354	0.86048907	null	null	48513
"GO:0048869"	"cellular developmental process"	NaN	5.975655102543553	2.3303748564165616	0.8272388001491265	0.8085679	null	null	48513
"GO:0048518"	"positive regulation of biological process"	NaN	6.285797792051727	4.759580864033397	0.8208235639807839	0.28486907	6.14430189255196	-0.08252429832591231	null
"GO:0048519"	"negative regulation of biological process"	NaN	6.30483033363687	4.972803071105683	0.8199346649136545	0.31768462	6.545143198878981	0.12257478147541818	null
"GO:0048583"	"regulation of response to stimulus"	NaN	6.002347520043884	2.4780965935614874	0.8330182914044585	0.25677296	6.108178946981353	1.2448090479902822	null
"GO:0048634"	"regulation of muscle organ development"	NaN	2.9854264740830017	0.0023809390009343337	0.8234473486869255	0.1146025	6.784107245596859	-3.7290535143976586	null
"GO:0048871"	"multicellular organismal-level homeostasis"	NaN	4.683902170403431	0.1190321616057171	0.8967491158873379	-0	-5.491285894343622	2.5599430280077398	null
"GO:0050789"	"regulation of biological process"	NaN	7.037758148353473	26.88618924255281	0.7867232857232178	0.67620211	6.028180315787375	0.6321232130032883	null
"GO:0050793"	"regulation of developmental process"	NaN	5.786463216145656	1.507417832710592	0.8411701287126592	0.21873794	6.645005997453544	1.5444786669557895	null
"GO:0050794"	"regulation of cellular process"	NaN	7.010268146797013	25.237088286105465	0.7785338119242232	0.59148681	6.072084088013418	0.4420074564946566	null
"GO:0050808"	"synapse organization"	NaN	4.953073167011008	0.22122768313339855	0.9364384978407564	0.00780942	-1.6499032425584141	0.3721169318862119	null
"GO:0060997"	"dendritic spine morphogenesis"	NaN	3.400710636773231	0.006198821518995703	0.7990907172398811	0.94177277	null	null	50808
"GO:0097061"	"dendritic spine organization"	NaN	3.575534218319864	0.00927235250674427	0.9115475654448127	0.72220921	null	null	50808
"GO:0099173"	"postsynapse organization"	NaN	4.519421062133288	0.08150402782908545	0.9395726963475398	0.84089999	null	null	50808
"GO:0050896"	"response to stimulus"	NaN	6.852945939203233	17.567785530535815	1	-0	-3.655510401176443	6.268421595768073	null
"GO:0051128"	"regulation of cellular component organization"	NaN	5.820202116511591	1.6291932501217334	0.836527954686096	0.2310896	6.559681218948622	-0.5059582667122433	null
"GO:0051147"	"regulation of muscle cell differentiation"	NaN	4.036429265626675	0.026801584571594147	0.7841585478935678	0.60427183	6.9171615870842	-2.624299900654611	null
"GO:0010721"	"negative regulation of cell development"	NaN	4.605520523437469	0.09937585877709254	0.703776483430371	0.91263185	null	null	51147
"GO:0045596"	"negative regulation of cell differentiation"	NaN	4.780518927780164	0.1486903800303991	0.6974409012483245	0.87438959	null	null	51147
"GO:0060284"	"regulation of cell development"	NaN	5.045389487263097	0.27362559433512007	0.7494669824234413	0.76832821	null	null	51147
"GO:0051153"	"regulation of striated muscle cell differentiation"	NaN	3.8975721138257304	0.01946651783579645	0.7777548849806952	0.64722509	6.883134736258772	-2.7781049034235643	null
"GO:0051148"	"negative regulation of muscle cell differentiation"	NaN	3.4211101297934343	0.006497055079154144	0.7398416685176719	0.90425029	null	null	51153
"GO:0051154"	"negative regulation of striated muscle cell differentiation"	NaN	3.0232524596337114	0.0025978361355950184	0.749934196497526	0.86085805	null	null	51153
"GO:1905208"	"negative regulation of cardiocyte differentiation"	NaN	2.7032913781186614	0.0012422290439657393	0.7424306741976363	0.94096252	null	null	51153
"GO:2000725"	"regulation of cardiac muscle cell differentiation"	NaN	2.8305886686851442	0.0016661643526207138	0.7997137445719505	0.84129692	null	null	51153
"GO:2000726"	"negative regulation of cardiac muscle cell differentiation"	NaN	2.57978359661681	0.0009341365231409031	0.738390151924215	0.92908604	null	null	51153
"GO:0051171"	"regulation of nitrogen compound metabolic process"	NaN	6.747119046027346	13.768610390338928	0.7655094646741207	0.57538669	6.234904769496383	0.6568133951505013	null
"GO:0031323"	"regulation of cellular metabolic process"	NaN	6.779067224176672	14.819661863282441	0.7597818092650089	0.82890408	null	null	51171
"GO:0060255"	"regulation of macromolecule metabolic process"	NaN	6.7792455954249915	14.82574977149394	0.763222173512941	0.81659556	null	null	51171
"GO:0080090"	"regulation of primary metabolic process"	NaN	6.754074062500503	13.990883123302963	0.7650181021425486	0.8013009	null	null	51171
"GO:0051179"	"localization"	NaN	6.903974178460681	19.75810399172557	1	-0	3.797610123685602	6.8446983056021	null
"GO:0051235"	"maintenance of location"	NaN	5.0083403689366985	0.2512506831027372	0.9378829556434859	-0	-0.9800329976168973	6.212372206157613	null
"GO:0051239"	"regulation of multicellular organismal process"	NaN	5.616365219544435	1.0189087964308985	0.8470157829712722	0.2065478	5.995420597702241	2.0604792083365067	null
"GO:0051246"	"regulation of protein metabolic process"	NaN	5.9194672132955555	2.0475656402206948	0.8095428998574749	0.36818485	6.675296446908874	0.808449250067205	null
"GO:0051248"	"negative regulation of protein metabolic process"	NaN	5.15589449073765	0.3529088912741001	0.7481328996777692	0.66802713	4.990512606557018	0.8740456950110077	null
"GO:0051641"	"cellular localization"	NaN	6.37847294200483	5.891744471119505	0.9062098092356246	0.45310835	0.08035374722159185	6.751360544946479	null
"GO:0060348"	"bone development"	NaN	4.148602654806093	0.03470107680554294	0.8491816265580486	0.53664272	-5.833103347255736	1.429259524676779	null
"GO:0060996"	"dendritic spine development"	NaN	3.4634450317704277	0.007162534924135791	0.8133046044261268	0.60690842	-4.629819597693522	1.2636608987021636	null
"GO:0048813"	"dendrite morphogenesis"	NaN	3.959279950130939	0.022438994476714467	0.794142774789117	0.87035628	null	null	60996
"GO:0065007"	"biological regulation"	NaN	7.058174030193043	28.180269025403287	1	-0	-4.088396770405639	5.748244839948656	null
"GO:0065008"	"regulation of biological quality"	NaN	6.137089719032985	3.3795629857941245	0.8355179345018823	0.24242264	5.695449998707445	1.4246759656260624	null
"GO:0071108"	"protein K48-linked deubiquitination"	NaN	1.9242792860618816	0.0002045734338276912	0.9643785215678269	0.60878584	-2.379205074161165	2.8946692053234138	null
"GO:0070536"	"protein K63-linked deubiquitination"	NaN	1.9777236052888478	0.0002316855756602768	0.9641777151862025	0.84666154	null	null	71108
"GO:0071702"	"organic substance transport"	NaN	6.519668942022452	8.155300221619576	0.9044959703527738	0.63961773	-0.07806113438554915	6.478725072992051	null
"GO:0071704"	"organic substance metabolic process"	NaN	7.314707210062957	50.871943734517124	0.9665204308987592	0.31960258	-2.119607652222453	-5.814373994300133	null
"GO:0071705"	"nitrogen compound transport"	NaN	6.3880949820878214	6.023736236521199	0.9084076833228641	0.59651016	0.1419037831694413	6.509457602491164	null
"GO:0071840"	"cellular component organization or biogenesis"	NaN	6.7691079504292695	14.483683272212708	0.9912304205544329	0.02469206	-3.671612918833369	4.823101570327898	null
